date,time,location,download,upload
2018-12-27,21:25,Køge,1348.41,260.8
2018-04-01,00:26,Guldborgsund,534.79,187.17
2018-11-06,07:18,Struer,1523.12,288.08
2018-06-29,20:33,Stevns,1530.13,404.87
2018-09-15,06:35,Kalundborg,2459.81,204.88
2018-12-15,15:51,Læsø,2076.45,1041.6
2018-08-28,14:32,Gribskov,2377.87,658.1
2018-04-03,19:01,Faaborg-Midtfyn,169.48,400.21
2018-11-18,10:13,Horsens,52.08,1065.83
2018-12-12,09:55,Vesthimmerland,1310.09,240.42
2018-12-15,07:01,Roskilde,2557.64,222.29
2018-07-05,17:58,Lolland,744.2,1278.59
2018-03-14,02:14,Sorø,284.22,872.58
2018-06-23,18:29,Frederikssund,1231.46,1212.57
2018-10-15,20:06,Holstebro,2306.53,515.68
2018-04-30,02:14,Struer,1136.05,910.16
2018-04-28,04:24,Viborg,1925.15,989.87
2018-03-05,08:04,Horsens,1898.45,345.26
2018-12-19,08:05,Holbæk,1671.06,275.91
2018-06-14,03:27,Glostrup,732.11,661.41
2018-04-10,07:28,Langeland,761.43,496.29
2018-01-30,01:30,Herning,667.21,1273.87
2018-10-19,22:21,Næstved,498.8,438.7
2018-12-25,22:37,Sønderborg,139.12,848.58
2018-10-05,06:04,Fredensborg,161.13,72.14
2018-08-10,18:22,Helsingør,472.18,240.95
2018-08-25,17:42,Rødovre,1556.98,86.92
2018-05-18,00:01,Nyborg,607.49,53.77
2018-07-15,14:04,Køge,389.87,740.73
2018-04-13,15:56,Favrskov,182.41,523.41
2018-04-06,05:21,Silkeborg,659.39,860.89
2018-09-18,04:09,Gladsaxe,2260.79,41.74
2018-06-22,04:17,Guldborgsund,2444.86,38.26
2018-12-26,02:08,Halsnæs,282.22,624.79
2018-06-14,19:18,Copenhagen,1039.05,1016.87
2018-09-29,19:46,Assens,730.23,358.24
2018-09-05,15:24,Langeland,1399.96,715.42
2018-09-15,22:52,Halsnæs,1105.48,944.27
2018-05-24,19:53,Høje-Taastrup,1295.18,1241.27
2018-03-03,15:49,Gribskov,1274.75,753.34
2018-09-08,15:29,Ballerup,1871.11,552.31
2018-07-11,02:29,Varde,356.6,831.95
2018-11-15,08:53,Ikast-Brande,1907.58,772.91
2018-08-26,12:43,Middelfart,312.7,468.21
2018-11-13,21:42,Gribskov,681.68,431.62
2018-06-19,09:41,Holbæk,756.5,977.87
2018-04-06,11:45,Favrskov,2042.7,1214.25
2018-08-17,07:21,Langeland,2314.49,486.03
2018-08-08,18:27,Odder,128.59,539.42
2018-09-18,20:04,Sønderborg,671.35,284.56
2018-05-29,16:28,Nordfyn,1593.6,1022.75
2018-08-31,01:34,Faaborg-Midtfyn,2255.34,381.59
2018-01-15,23:27,Copenhagen,2526.74,1208.26
2018-03-14,06:23,Struer,124.32,154.38
2018-06-27,01:59,Aabenraa,707.69,1085.54
2018-05-08,13:33,Odense,1901.38,551.75
2018-08-15,19:48,Assens,615.85,759.3
2018-11-08,19:17,Assens,691.25,75.2
2018-02-28,02:34,Morsø,1703.66,753.14
2018-11-12,03:20,Furesø,27.49,1106.66
2018-02-07,15:11,Herning,719.16,363.85
2018-03-04,19:19,Ringkøbing-Skjern,1847.89,966.88
2018-10-04,23:04,Slagelse,2300.38,601.76
2018-12-31,07:21,Billund,1692.55,1038.57
2018-05-05,18:51,Stevns,806.77,882.97
2018-10-14,23:34,Esbjerg,2338.16,902.57
2018-04-06,08:16,Silkeborg,654.95,856.83
2018-08-01,19:13,Frederiksberg,612.43,1230.86
2018-06-03,01:28,Jammerbugt,1717.35,614.0
2018-04-25,07:45,Bornholm,88.83,800.37
2018-04-08,09:32,Lejre,2161.43,1071.01
2018-11-22,13:16,Frederiksberg,766.68,358.17
2018-07-04,16:04,Lolland,1320.07,1050.68
2018-04-21,16:42,Køge,2071.32,997.69
2018-04-13,22:58,Syddjurs,1596.96,410.94
2018-07-16,05:07,Lyngby-Taarbæk,711.46,842.74
2018-06-13,00:08,Ishøj,1462.84,18.17
2018-12-12,16:04,Hjørring,106.63,101.93
2018-02-01,17:36,Assens,1896.1,511.47
2018-01-02,17:56,Høje-Taastrup,1994.5,85.38
2018-09-15,16:23,Hørsholm,2034.5,478.81
2018-07-06,06:40,Billund,596.17,328.84
2018-06-05,20:38,Assens,1549.82,1168.03
2018-10-04,07:35,Varde,1679.24,775.83
2018-01-06,06:01,Sorø,1763.08,1010.61
2018-10-22,12:33,Frederikshavn,2508.61,819.74
2018-11-11,16:08,Odsherred,2450.21,548.8
2018-08-03,06:05,Odense,407.15,764.73
2018-08-05,08:35,Hvidovre,399.18,729.55
2018-04-13,17:32,Vejen,199.23,709.02
2018-09-06,14:45,Nyborg,905.66,1007.68
2018-05-23,10:00,Skanderborg,1658.75,722.11
2018-09-21,03:44,Roskilde,22.0,188.12
2018-03-17,01:55,Odsherred,1295.32,697.71
2018-08-16,12:19,Odsherred,1289.16,980.92
2018-04-02,14:12,Holbæk,98.84,107.3
2018-07-25,04:42,Herning,691.58,279.2
2018-08-27,12:58,Kerteminde,510.3,522.45
2018-01-03,14:57,Brøndby,2393.88,1022.87
2018-02-06,11:42,Fredensborg,852.3,969.14
2018-07-26,01:16,Skanderborg,1778.26,282.54
2018-01-12,00:36,Kolding,532.6,118.01
2018-10-26,09:39,Faaborg-Midtfyn,2187.91,816.05
2018-03-03,09:42,Solrød,1450.12,637.6
2018-10-29,16:50,Billund,314.08,1050.9
2018-02-08,07:33,Nordfyn,2509.45,812.83
2018-06-05,13:43,Faxe,1329.59,180.8
2018-07-20,10:16,Nyborg,1773.3,519.68
2018-12-27,20:57,Randers,1450.91,1209.83
2018-12-21,05:54,Holstebro,1212.98,845.97
2018-01-18,23:30,Guldborgsund,1167.76,1186.95
2018-06-27,09:00,Rebild,1354.42,33.1
2018-11-19,02:23,Syddjurs,531.67,418.11
2018-08-09,00:20,Brøndby,2410.41,672.95
2018-09-13,00:00,Hjørring,1144.87,924.46
2018-04-22,12:39,Glostrup,357.04,1196.04
2018-11-29,19:06,Aalborg,1632.37,1186.7
2018-04-11,16:33,Vesthimmerland,2231.88,1201.92
2018-11-05,17:59,Køge,1378.06,129.96
2018-06-08,18:02,Guldborgsund,1112.65,634.9
2018-12-10,13:14,Gribskov,1551.63,771.83
2018-12-10,12:38,Lemvig,2130.11,1080.49
2018-08-19,06:25,Ballerup,823.33,750.41
2018-05-22,05:49,Odense,299.57,501.35
2018-05-16,17:22,Rødovre,2444.38,490.14
2018-08-19,03:30,Vesthimmerland,2062.94,1271.75
2018-10-27,19:02,Ringsted,2404.0,744.02
2018-05-07,17:09,Ærø,328.89,325.06
2018-05-01,18:14,Hvidovre,924.83,684.5
2018-02-22,06:02,Greve,2474.12,872.46
2018-02-17,00:17,Fanø,508.59,462.16
2018-10-12,02:25,Slagelse,2247.28,599.5
2018-08-20,13:38,Favrskov,1085.47,8.96
2018-09-03,08:03,Sønderborg,11.91,356.78
2018-11-23,07:40,Næstved,642.53,610.85
2018-01-13,17:42,Hørsholm,623.62,1075.7
2018-03-24,11:57,Hedensted,60.16,224.41
2018-10-20,11:42,Odder,1709.63,1115.74
2018-05-06,10:18,Svendborg,386.76,1010.13
2018-10-07,13:47,Faaborg-Midtfyn,1267.75,954.71
2018-10-22,10:58,Odder,757.75,917.62
2018-06-08,02:55,Allerød,2134.95,370.34
2018-03-02,12:25,Vejle,2107.37,812.34
2018-10-14,17:56,Svendborg,13.26,361.6
2018-12-16,08:10,Kerteminde,2359.05,588.61
2018-01-12,03:06,Morsø,2082.25,375.47
2018-10-26,00:19,Frederikssund,1655.84,849.89
2018-01-02,22:16,Silkeborg,1848.34,1038.69
2018-07-23,14:30,Horsens,1892.92,1179.49
2018-06-09,23:11,Sorø,1112.82,956.13
2018-11-06,16:28,Fredericia,293.49,609.59
2018-08-05,23:07,Nyborg,1396.34,980.87
2018-08-16,09:41,Skanderborg,1239.5,118.79
2018-03-25,19:57,Fanø,316.54,74.39
2018-01-11,01:19,Gribskov,112.87,904.64
2018-02-27,16:36,Vejen,1399.19,666.64
2018-10-04,15:05,Faxe,746.06,548.46
2018-03-10,02:09,Ringsted,2373.25,523.81
2018-10-25,12:39,Middelfart,837.51,706.47
2018-06-20,22:45,Hørsholm,1782.09,1050.96
2018-04-15,19:03,Tårnby,2493.57,232.35
2018-06-25,15:45,Brøndby,1182.95,105.41
2018-09-30,16:27,Ishøj,1460.64,708.48
2018-09-26,20:12,Langeland,2079.41,954.84
2018-12-26,17:28,Faaborg-Midtfyn,547.73,592.84
2018-05-17,13:20,Vesthimmerland,1073.16,390.73
2018-11-05,06:19,Varde,1441.0,30.77
2018-05-17,05:08,Vejle,1975.38,56.83
2018-08-13,16:08,Vallensbæk,26.29,336.07
2018-12-16,05:54,Thisted,259.51,1144.77
2018-03-24,13:25,Skanderborg,2046.99,1036.88
2018-02-04,20:50,Sorø,1936.48,853.48
2018-08-14,10:20,Guldborgsund,1182.64,577.72
2018-01-03,04:39,Helsingør,1098.51,686.83
2018-10-14,15:38,Ishøj,655.94,812.79
2018-09-11,23:06,Silkeborg,90.66,699.23
2018-04-03,00:25,Hedensted,2166.44,195.39
2018-10-10,01:44,Halsnæs,2176.64,1087.14
2018-09-06,20:12,Gribskov,1345.1,125.44
2018-09-10,08:22,Næstved,1857.21,972.55
2018-11-30,22:29,Ikast-Brande,418.54,484.37
2018-12-15,03:51,Vallensbæk,2556.53,1169.6
2018-02-03,10:37,Middelfart,1325.02,926.23
2018-12-03,00:02,Vallensbæk,923.65,583.4
2018-06-25,10:22,Sorø,1120.44,1239.46
2018-08-26,00:33,Odder,614.41,103.95
2018-02-07,06:36,Læsø,474.11,81.56
2018-08-30,17:14,Ikast-Brande,1149.52,40.4
2018-04-24,20:49,Tønder,1588.59,221.91
2018-03-01,16:46,Varde,2411.88,933.64
2018-12-08,02:19,Assens,1872.84,501.47
2018-05-29,23:00,Vejen,1743.03,1075.26
2018-06-15,14:49,Hedensted,273.46,259.85
2018-03-27,15:03,Syddjurs,2.64,1207.85
2018-01-05,06:34,Skanderborg,1512.93,393.67
2018-01-20,13:41,Skanderborg,1580.22,1128.06
2018-07-22,01:29,Svendborg,2021.71,1157.16
2018-07-01,13:54,Langeland,222.28,829.54
2018-07-24,08:32,Greve,267.3,152.13
2018-04-08,00:36,Dragør,1046.84,1239.56
2018-01-08,22:43,Assens,2406.33,1083.98
2018-12-20,20:49,Roskilde,336.95,383.57
2018-04-22,19:41,Tårnby,1701.37,565.8
2018-07-07,15:02,Odense,1324.5,1048.04
2018-09-14,23:45,Skive,862.18,1092.21
2018-08-12,02:48,Nordfyn,1962.93,501.75
2018-11-22,18:17,Aarhus,1580.65,1133.67
2018-06-12,17:51,Vordingborg,144.27,579.15
2018-01-22,23:44,Faaborg-Midtfyn,1334.9,419.73
2018-08-06,23:43,Aalborg,857.7,723.98
2018-08-29,23:29,Aalborg,2418.54,650.27
2018-08-30,17:42,Frederikssund,2086.19,946.58
2018-09-04,14:09,Ærø,2130.8,302.66
2018-04-03,16:05,Fredericia,2269.01,922.24
2018-12-31,07:45,Svendborg,1436.38,556.1
2018-02-15,01:24,Aalborg,1115.58,1272.58
2018-12-28,00:59,Lolland,808.73,568.02
2018-04-03,14:45,Holstebro,1496.74,692.61
2018-10-01,12:10,Herlev,2550.8,193.04
2018-07-17,10:04,Vesthimmerland,790.64,331.17
2018-05-30,02:14,Aalborg,800.87,395.27
2018-06-28,17:08,Holbæk,1670.62,1084.14
2018-09-17,11:58,Allerød,769.91,360.56
2018-01-29,06:48,Gentofte,1427.65,121.67
2018-08-25,04:03,Furesø,2515.13,836.72
2018-10-24,21:28,Rødovre,1265.98,354.9
2018-03-04,18:01,Furesø,2472.19,74.82
2018-02-28,13:15,Ballerup,391.88,615.95
2018-06-01,07:14,Rudersdal,939.66,791.61
2018-05-01,18:56,Struer,2127.65,454.74
2018-09-13,22:02,Ballerup,2517.38,631.44
2018-01-23,07:29,Rudersdal,2332.98,121.14
2018-02-24,04:33,Hørsholm,1529.64,254.31
2018-05-09,20:35,Bornholm,1311.21,314.36
2018-12-23,02:20,Albertslund,676.79,1001.94
2018-01-01,14:48,Greve,1296.27,306.16
2018-12-27,00:13,Jammerbugt,737.35,325.15
2018-09-11,08:16,Sorø,1023.5,330.92
2018-02-10,00:31,Glostrup,500.58,625.63
2018-11-21,21:36,Jammerbugt,1745.96,13.45
2018-06-06,05:12,Norddjurs,2408.84,636.4
2018-07-31,15:50,Esbjerg,1910.58,587.21
2018-12-19,06:12,Faxe,334.86,158.96
2018-12-07,02:11,Vejen,1894.48,344.99
2018-04-23,17:03,Frederikssund,1524.95,595.13
2018-11-23,15:34,Allerød,2398.76,800.97
2018-04-24,03:30,Gribskov,1965.39,685.93
2018-09-30,07:11,Ikast-Brande,1676.58,370.23
2018-07-19,11:01,Holstebro,1254.07,569.16
2018-09-09,16:15,Odense,2093.75,409.81
2018-12-02,21:00,Aarhus,1226.45,414.11
2018-12-08,17:36,Fredericia,835.08,1019.87
2018-06-30,07:59,Ringkøbing-Skjern,1538.74,184.16
2018-12-23,14:55,Furesø,979.78,514.5
2018-03-20,20:06,Høje-Taastrup,1331.52,1130.95
2018-03-01,18:08,Kolding,1662.17,707.22
2018-02-13,21:54,Frederikssund,2368.08,743.04
2018-09-21,07:15,Skanderborg,1077.66,278.84
2018-03-16,04:24,Holstebro,2479.96,1201.92
2018-07-11,09:47,Nyborg,399.5,1194.45
2018-06-16,21:54,Silkeborg,2094.89,218.8
2018-10-04,01:12,Thisted,1691.45,700.76
2018-09-03,23:06,Roskilde,476.04,977.87
2018-08-03,15:40,Greve,1629.07,899.41
2018-04-08,04:22,Høje-Taastrup,1127.68,442.24
2018-01-19,14:55,Frederikshavn,889.97,66.76
2018-07-17,23:10,Hjørring,1042.88,1021.98
2018-12-25,22:28,Odense,362.58,604.78
2018-05-17,01:25,Faxe,696.38,342.91
2018-03-07,00:42,Gentofte,1182.4,314.85
2018-07-26,17:03,Herning,916.8,959.56
2018-07-07,16:01,Hedensted,1627.18,701.25
2018-06-24,16:29,Allerød,894.83,382.92
2018-04-16,00:14,Fredensborg,1827.81,1190.43
2018-09-16,13:56,Jammerbugt,823.37,516.54
2018-10-23,21:51,Skive,1064.61,1032.32
2018-11-29,16:18,Vordingborg,585.06,52.3
2018-10-14,21:32,Glostrup,373.28,891.73
2018-08-06,13:09,Næstved,1687.26,732.62
2018-08-30,10:03,Brøndby,39.54,1183.15
2018-11-15,01:46,Lolland,1620.78,688.0
2018-09-17,14:32,Tønder,2389.91,538.4
2018-09-06,12:12,Thisted,343.4,1219.89
2018-05-01,18:10,Høje-Taastrup,40.43,342.09
2018-01-12,07:58,Bornholm,1651.32,1029.0
2018-05-24,21:19,Fanø,116.26,942.31
2018-01-30,03:57,Rudersdal,967.89,1052.2
2018-02-07,17:26,Randers,438.16,75.61
2018-11-24,23:25,Tønder,1367.14,848.25
2018-08-16,01:38,Guldborgsund,251.82,1231.64
2018-12-26,11:17,Tønder,998.3,845.68
2018-03-03,00:25,Ærø,2310.69,1099.39
2018-05-17,21:58,Morsø,2162.85,921.8
2018-11-25,15:03,Lejre,551.7,298.61
2018-10-16,17:52,Randers,645.31,523.61
2018-04-06,18:35,Egedal,2550.88,112.69
2018-04-10,05:16,Varde,989.1,618.59
2018-08-01,15:22,Køge,1994.64,1199.49
2018-12-10,20:23,Sønderborg,111.08,103.72
2018-06-14,22:20,Odense,1210.12,8.43
2018-09-16,20:43,Langeland,1733.58,612.66
2018-10-12,12:52,Assens,580.79,1109.46
2018-01-29,04:21,Silkeborg,1977.69,952.91
2018-06-09,04:55,Ringsted,304.07,515.8
2018-03-15,04:21,Kerteminde,342.55,138.34
2018-05-26,00:50,Greve,901.93,232.75
2018-08-14,21:53,Lejre,835.6,327.79
2018-03-22,10:57,Fredensborg,2342.84,204.46
2018-07-14,18:27,Nyborg,234.2,555.69
2018-11-15,22:26,Faaborg-Midtfyn,1747.84,494.68
2018-04-15,22:27,Slagelse,250.25,372.15
2018-01-19,10:37,Stevns,1427.74,68.75
2018-03-31,01:17,Aabenraa,1594.19,198.96
2018-03-18,22:37,Vordingborg,1510.59,1269.53
2018-12-19,20:57,Rudersdal,1688.65,203.26
2018-04-08,09:34,Brøndby,2497.46,987.92
2018-06-20,15:55,Aalborg,2145.01,721.18
2018-02-18,06:50,Gentofte,1458.58,72.47
2018-08-11,16:28,Bornholm,285.31,208.31
2018-02-12,09:55,Hjørring,2344.53,122.15
2018-03-08,15:14,Hedensted,2017.87,879.32
2018-05-07,16:07,Hedensted,2337.44,827.91
2018-12-11,16:12,Lemvig,101.94,794.17
2018-12-31,00:53,Ballerup,1411.64,598.86
2018-07-09,17:38,Esbjerg,544.34,717.39
2018-02-17,16:48,Fanø,1511.33,352.47
2018-11-21,10:09,Hørsholm,1194.08,863.94
2018-07-27,06:09,Nyborg,1831.74,539.04
2018-11-10,01:17,Rebild,1981.47,474.11
2018-09-30,08:01,Solrød,486.5,1018.51
2018-07-09,21:52,Rødovre,1212.7,622.97
2018-11-01,09:41,Bornholm,593.64,456.54
2018-09-17,07:51,Glostrup,2233.89,447.88
2018-05-08,05:53,Odder,1680.96,293.29
2018-05-12,23:11,Guldborgsund,949.32,1228.26
2018-01-29,10:55,Læsø,1428.63,508.26
2018-12-31,17:17,Billund,369.19,961.65
2018-02-18,06:40,Gentofte,2528.93,1179.82
2018-04-04,17:38,Hørsholm,1111.08,1013.74
2018-08-22,21:25,Brøndby,391.42,496.75
2018-09-25,04:11,Kerteminde,75.82,76.23
2018-06-09,03:00,Faaborg-Midtfyn,527.2,134.77
2018-12-25,06:51,Billund,2403.01,345.7
2018-07-24,19:00,Frederiksberg,1250.23,191.41
2018-11-30,01:29,Furesø,2390.1,1165.92
2018-01-30,04:18,Lyngby-Taarbæk,1839.22,300.71
2018-05-16,02:00,Roskilde,1886.25,1255.93
2018-04-14,09:06,Silkeborg,1400.32,125.43
2018-12-21,21:44,Glostrup,1955.16,641.64
2018-11-11,18:54,Vesthimmerland,649.47,1028.85
2018-01-18,13:15,Mariagerfjord,505.01,300.34
2018-08-31,04:23,Tønder,1781.02,428.39
2018-04-15,06:16,Randers,1098.95,120.18
2018-05-31,10:33,Middelfart,1413.02,559.38
2018-04-30,20:10,Syddjurs,84.06,823.93
2018-07-19,02:20,Rebild,672.8,1168.68
2018-06-04,19:13,Egedal,626.17,1136.62
2018-09-21,15:46,Esbjerg,1310.94,483.15
2018-08-12,01:31,Aalborg,109.66,220.35
2018-09-09,06:27,Varde,2057.0,386.21
2018-07-13,04:30,Norddjurs,1549.57,1217.24
2018-08-11,01:45,Glostrup,251.13,653.16
2018-12-18,03:31,Struer,1465.33,561.26
2018-06-10,23:48,Høje-Taastrup,2007.55,779.0
2018-02-26,17:06,Kalundborg,1636.06,541.11
2018-06-19,08:26,Tårnby,410.07,198.54
2018-07-09,04:11,Slagelse,872.92,870.1
2018-12-15,16:00,Ærø,1.63,1108.07
2018-04-23,07:14,Tønder,1499.36,810.94
2018-11-17,11:41,Hedensted,1550.4,820.21
2018-12-20,05:32,Kalundborg,2363.54,928.76
2018-12-23,16:25,Sønderborg,2040.82,1182.09
2018-12-07,12:17,Syddjurs,1495.62,517.52
2018-06-05,11:56,Mariagerfjord,2013.78,168.17
2018-02-04,21:55,Faxe,1115.12,238.19
2018-04-28,04:45,Nyborg,1323.2,277.3
2018-10-29,05:21,Egedal,1812.09,183.01
2018-11-05,15:08,Allerød,10.43,366.46
2018-12-09,15:13,Albertslund,1573.01,243.45
2018-10-20,23:03,Middelfart,637.45,773.25
2018-04-27,09:50,Langeland,935.18,9.51
2018-05-01,09:22,Struer,1440.41,979.57
2018-07-21,22:56,Aarhus,114.23,1115.1
2018-11-13,08:41,Kolding,992.95,746.34
2018-02-09,06:14,Slagelse,245.03,565.87
2018-09-23,03:10,Odder,1882.12,685.75
2018-04-23,16:57,Skanderborg,1850.43,1011.05
2018-11-21,01:34,Ringkøbing-Skjern,2461.71,1173.89
2018-11-08,20:32,Gribskov,2384.55,717.7
2018-12-07,18:10,Hedensted,895.26,603.24
2018-06-13,10:01,Varde,1095.56,800.41
2018-07-31,08:00,Gribskov,533.43,33.99
2018-04-15,01:47,Rudersdal,2357.08,812.8
2018-08-29,23:27,Vesthimmerland,328.28,502.27
2018-08-26,20:12,Glostrup,651.23,1065.71
2018-09-27,12:58,Frederiksberg,2071.24,417.97
2018-07-19,00:48,Copenhagen,2237.15,767.43
2018-02-18,03:39,Skive,2153.4,815.6
2018-03-10,04:50,Skive,1497.86,493.89
2018-08-28,13:35,Ballerup,918.2,1182.99
2018-07-08,22:34,Glostrup,874.99,862.08
2018-11-30,23:21,Næstved,372.94,665.38
2018-03-10,13:17,Aarhus,1015.81,950.68
2018-02-07,19:54,Rudersdal,702.0,844.99
2018-04-16,00:53,Ikast-Brande,1055.61,1194.17
2018-04-06,14:47,Gentofte,259.13,1078.28
2018-05-07,05:38,Haderslev,466.35,995.84
2018-08-23,16:36,Norddjurs,1444.28,844.57
2018-02-15,06:38,Favrskov,1299.64,592.43
2018-08-24,03:48,Sorø,1244.55,1162.76
2018-09-06,21:18,Nyborg,2097.86,1010.64
2018-03-04,11:09,Esbjerg,1774.09,745.3
2018-01-19,22:46,Kerteminde,1277.34,216.57
2018-01-17,00:29,Rudersdal,195.42,303.08
2018-08-01,20:22,Lejre,713.57,1270.67
2018-01-30,19:15,Lolland,278.99,1220.64
2018-12-28,21:20,Brøndby,1823.27,461.35
2018-06-18,04:04,Silkeborg,2421.01,39.34
2018-10-02,05:03,Horsens,2131.5,1243.01
2018-11-07,06:17,Skanderborg,1356.05,440.32
2018-03-24,09:28,Hvidovre,460.45,512.1
2018-08-30,15:41,Fredensborg,974.2,223.9
2018-09-09,06:15,Struer,477.97,453.25
2018-07-24,11:19,Faxe,1500.45,755.77
2018-06-26,09:36,Horsens,1315.29,904.37
2018-01-21,16:50,Rebild,243.52,528.08
2018-11-30,19:43,Egedal,2281.05,615.28
2018-03-18,19:58,Guldborgsund,2278.46,645.08
2018-11-30,07:23,Hjørring,2376.44,876.2
2018-09-05,23:30,Hillerød,1123.21,722.06
2018-09-05,02:20,Aarhus,1142.23,800.77
2018-01-15,17:58,Sorø,1335.77,880.41
2018-05-03,20:11,Aabenraa,420.09,621.77
2018-09-24,02:58,Jammerbugt,345.35,899.65
2018-08-11,16:20,Horsens,931.34,1169.81
2018-02-28,01:33,Favrskov,1600.12,858.54
2018-07-22,20:13,Stevns,1410.22,1116.72
2018-04-13,10:40,Esbjerg,570.25,662.37
2018-10-12,07:50,Langeland,1872.95,891.93
2018-07-15,20:12,Faxe,393.54,389.64
2018-02-03,06:23,Herlev,1764.06,1182.89
2018-05-19,16:09,Sønderborg,2139.8,371.43
2018-10-14,13:06,Slagelse,2427.04,591.64
2018-06-17,01:05,Solrød,678.87,186.83
2018-12-24,01:12,Viborg,191.6,652.1
2018-07-26,12:10,Mariagerfjord,580.66,522.76
2018-11-06,04:57,Norddjurs,1300.37,841.68
2018-10-16,00:48,Skive,2190.33,360.2
2018-08-01,07:24,Skanderborg,1740.27,179.79
2018-05-18,11:13,Rødovre,85.08,903.31
2018-01-28,10:53,Allerød,690.27,430.24
2018-10-30,13:56,Albertslund,308.56,1118.44
2018-06-23,18:39,Greve,1573.61,454.15
2018-12-10,14:24,Guldborgsund,2344.0,579.74
2018-10-11,15:20,Hjørring,1764.97,208.25
2018-05-29,07:22,Hvidovre,253.22,944.95
2018-05-29,20:42,Ringkøbing-Skjern,252.6,50.76
2018-08-22,02:15,Horsens,1923.52,972.17
2018-04-25,12:42,Faxe,2471.28,1012.28
2018-01-11,10:54,Viborg,433.62,757.03
2018-05-12,00:51,Holbæk,2003.5,370.96
2018-06-28,17:15,Ringkøbing-Skjern,2124.51,14.54
2018-01-29,17:42,Roskilde,2324.97,888.44
2018-10-29,20:52,Vejen,2393.9,380.94
2018-09-06,13:01,Struer,979.29,222.64
2018-04-06,07:09,Gentofte,1760.38,301.01
2018-01-04,14:22,Faaborg-Midtfyn,1608.56,580.6
2018-08-30,06:06,Albertslund,1781.2,189.43
2018-12-22,00:19,Samsø,611.53,905.18
2018-12-16,00:34,Kerteminde,6.01,625.03
2018-08-07,18:33,Thisted,734.25,354.38
2018-11-22,02:27,Svendborg,849.38,1223.56
2018-04-06,00:35,Thisted,82.27,174.82
2018-07-20,12:43,Viborg,814.81,796.08
2018-11-20,13:40,Vallensbæk,1284.14,454.19
2018-09-02,13:25,Haderslev,2316.47,22.29
2018-01-06,03:28,Ishøj,2491.62,799.45
2018-02-22,01:22,Syddjurs,2194.18,1251.41
2018-03-29,15:15,Randers,1077.74,711.86
2018-05-15,04:46,Skive,356.43,421.87
2018-05-30,17:41,Vejen,465.88,1248.16
2018-03-17,04:24,Favrskov,1385.55,940.32
2018-05-13,01:22,Egedal,639.08,862.63
2018-12-02,12:26,Tønder,2512.47,109.54
2018-10-18,12:40,Vejen,1783.98,819.61
2018-12-18,11:57,Aalborg,1384.54,749.69
2018-05-19,17:33,Kerteminde,238.14,1036.51
2018-11-29,23:34,Randers,335.09,257.87
2018-07-14,14:57,Skive,545.73,298.01
2018-05-15,19:15,Fredensborg,2395.4,85.84
2018-09-01,23:02,Copenhagen,975.87,1022.64
2018-04-24,02:15,Favrskov,597.66,133.23
2018-06-21,03:36,Herlev,1636.63,501.56
2018-09-29,04:45,Hedensted,696.09,404.2
2018-04-18,17:44,Aarhus,1974.94,191.04
2018-09-16,01:14,Lejre,2046.7,1192.56
2018-12-14,06:58,Skive,1024.51,962.13
2018-07-06,08:19,Assens,1204.55,1129.52
2018-09-15,17:40,Tønder,1821.11,730.66
2018-09-25,13:07,Ikast-Brande,143.65,450.02
2018-04-25,12:06,Gladsaxe,2480.82,6.87
2018-06-10,15:15,Rudersdal,246.63,578.3
2018-10-07,17:50,Vejen,2252.89,986.94
2018-09-21,01:26,Køge,457.05,216.51
2018-09-18,06:14,Hillerød,276.49,1125.29
2018-01-02,15:56,Middelfart,1538.0,1193.08
2018-03-08,11:32,Silkeborg,2238.97,595.51
2018-12-26,22:35,Hørsholm,2045.68,367.57
2018-05-07,01:44,Ishøj,84.22,1087.12
2018-03-20,08:47,Ishøj,468.81,999.11
2018-10-30,22:34,Furesø,2559.4,735.1
2018-01-06,22:32,Skanderborg,1867.47,732.56
2018-04-22,05:05,Tønder,2486.57,1159.62
2018-12-28,18:47,Vejen,1445.16,860.67
2018-01-27,18:52,Kalundborg,1560.21,1210.5
2018-08-19,10:32,Halsnæs,1494.01,672.83
2018-10-07,16:31,Albertslund,1323.26,456.97
2018-09-21,17:47,Holbæk,167.65,828.56
2018-07-22,19:17,Norddjurs,1709.18,125.26
2018-06-14,06:05,Læsø,2163.6,797.26
2018-05-11,01:35,Ikast-Brande,2257.98,1229.6
2018-01-28,04:52,Randers,2279.03,841.69
2018-06-03,01:30,Herlev,748.79,274.29
2018-10-24,20:10,Brøndby,994.39,158.31
2018-10-04,19:12,Herning,942.54,766.98
2018-09-29,05:44,Rebild,552.08,314.46
2018-07-30,08:40,Vesthimmerland,700.56,1117.41
2018-10-07,10:23,Gribskov,984.41,846.99
2018-04-13,12:05,Lemvig,2230.9,305.6
2018-05-13,02:38,Ikast-Brande,1273.57,1111.06
2018-04-14,21:27,Vejen,1682.95,1065.58
2018-09-27,16:20,Sorø,533.71,986.33
2018-04-07,07:26,Vesthimmerland,856.84,26.1
2018-02-25,04:53,Esbjerg,214.96,713.23
2018-07-04,22:25,Vejle,26.69,681.45
2018-05-27,23:23,Skanderborg,267.08,234.37
2018-06-02,15:01,Varde,1111.72,165.73
2018-11-12,03:52,Høje-Taastrup,1439.12,1179.66
2018-07-15,21:24,Svendborg,1547.29,483.38
